track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(You Gotta) Fight For Your Right (To Party!),https://open.spotify.com/track/1JdRlbZaZPXEoktI03IWQC,Solid Gold Hits,https://open.spotify.com/album/0AJhDqW2o17B1c7FuihKaS,Beastie Boys,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,2023-07-10,210946,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
In Bloom,https://open.spotify.com/track/30HCB1FoE77IfGRyNv4eFq,Nevermind (Remastered),https://open.spotify.com/album/2guirTSEqLizK7j9i1MTTZ,Nirvana,https://open.spotify.com/artist/6olE6TJLqED3rqDCT0FyPh,2023-07-10,255080,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Inside Out,https://open.spotify.com/track/4GiVcDqNQI0fc0yYuRGH9m,Eve 6,https://open.spotify.com/album/1qJOmC60ez9RNWPg4ELMBW,Eve 6,https://open.spotify.com/artist/4Eqd24yS5YcxI8b6Xfuwr8,2022-04-07,219466,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Interstate Love Song,https://open.spotify.com/track/1AfYo6cKm3yHsJHdmNoGO1,Purple,https://open.spotify.com/album/2vi1ddPi3fY7vePMqxUVob,Stone Temple Pilots,https://open.spotify.com/artist/2UazAtjfzqBF0Nho2awK4z,2022-04-07,193613,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Interstate Love Song - 2019 Remaster,https://open.spotify.com/track/6qLEOZvf5gI7kWE63JE7p3,Purple (2019 Remaster),https://open.spotify.com/album/57lcTrUlYgfMIPvBUsVU6h,Stone Temple Pilots,https://open.spotify.com/artist/2UazAtjfzqBF0Nho2awK4z,2023-07-10,194853,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Iris,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,Dizzy up the Girl,https://open.spotify.com/album/4UMjBXcRqIgMZ1XumU2x5T,The Goo Goo Dolls,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,2023-07-10,289533,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Israel's Son,https://open.spotify.com/track/4gAV3sMEZn4lrfKPGARCqA,Frogstomp (Deluxe Edition) [Remastered],https://open.spotify.com/album/4kp8sfeCDUMm4JKRdrD3aC,Silverchair,https://open.spotify.com/artist/4iudEcmuPlYNdbP3e1bdn1,2025-02-27,318320,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Jeremy,https://open.spotify.com/track/62nQ8UZVqR2RMvkJHkcO2o,Ten,https://open.spotify.com/album/5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,2022-04-07,318226,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Just A Girl,https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7,Tragic Kingdom,https://open.spotify.com/album/3VekjWskUut57hx6W9wqL8,No Doubt,https://open.spotify.com/artist/0cQbJU1aAzvbEmTuljWLlF,2022-04-07,209200,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Killing In The Name,https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp,Rage Against The Machine - XX (20th Anniversary Special Edition),https://open.spotify.com/album/4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,2022-04-07,313573,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Knockin' On Heaven's Door,https://open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr,Use Your Illusion II,https://open.spotify.com/album/00eiw4KOJZ7eC3NBEpmH4C,Guns N' Roses,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,2023-07-10,336000,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Learn to Fly,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT,There Is Nothing Left To Lose,https://open.spotify.com/album/28q2N44ocJECgf8sbHEDfY,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,2022-04-07,235293,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Lightning Crashes,https://open.spotify.com/track/48iWbsOaBUAGzMdoSmqyg1,Throwing Copper,https://open.spotify.com/album/4ZsG3ifn9sIcrFT1ecw0gF,Live,https://open.spotify.com/artist/6eoJpTIlcuxJNjV5fDzDJH,2023-07-10,325600,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Like a Stone,https://open.spotify.com/track/3YuaBvuZqcwN3CEAyyoaei,Audioslave,https://open.spotify.com/album/78guAsers0klWl6RwzgDLd,Audioslave,https://open.spotify.com/artist/2ziB7fzrXBoh1HUPS6sVFn,2022-04-07,293960,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Lithium,https://open.spotify.com/track/2YodwKJnbPyNKe8XXSE9V7,Nevermind (Remastered),https://open.spotify.com/album/2guirTSEqLizK7j9i1MTTZ,Nirvana,https://open.spotify.com/artist/6olE6TJLqED3rqDCT0FyPh,2023-07-10,257053,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Little Miss Can't Be Wrong,https://open.spotify.com/track/1uCqIhOePc6hDMG2ijk8sp,Pocket Full Of Kryptonite (Anniversary Edition),https://open.spotify.com/album/3jx5C8Z66FwdjNkqsSDBQh,Spin Doctors,https://open.spotify.com/artist/2PSiyldxmJze7xiqbz658m,2022-04-07,232720,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Longview,https://open.spotify.com/track/3LRJbFT9rKoKv4aW7PuBJC,Dookie,https://open.spotify.com/album/4uG8q3GPuWHQlRbswMIRS6,Green Day,https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY,2023-07-10,233240,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Loser,https://open.spotify.com/track/5PntSbMHC1ud6Vvl8x56qd,Mellow Gold,https://open.spotify.com/album/0iIGP4Sxw3KR4OCFv2yvz8,Beck,https://open.spotify.com/artist/3vbKDsSS70ZX9D2OcvbZmS,2022-04-07,235000,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Losing My Religion,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx,Out Of Time (25th Anniversary Edition),https://open.spotify.com/album/6yEuIwTQpciH1qtj7mP5GK,R.E.M.,https://open.spotify.com/artist/4KWTAlx2RvbpseOGMEmROg,2023-07-10,268426,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Love You Madly,https://open.spotify.com/track/5jhfa76FhqtD3Boij6MAKS,Comfort Eagle,https://open.spotify.com/album/5OCg9OWnL1PY4tW2ON8ssj,CAKE,https://open.spotify.com/artist/6A43Djmhbe9100UwnI7epV,2023-07-10,237807,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
"Lover, You Should've Come Over",https://open.spotify.com/track/6Jv7kjGkhY2fT4yuBF3aTz,Grace,https://open.spotify.com/album/7yQtjAjhtNi76KRu05XWFS,Jeff Buckley,https://open.spotify.com/artist/3nnQpaTvKb5jCQabZefACI,2023-07-10,404213,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Low,https://open.spotify.com/track/6ctbCIikHbC6tSOL1rewQX,Kerosene Hat,https://open.spotify.com/album/1pM1BsMVd8CuEpgCwbqmFO,Cracker,https://open.spotify.com/artist/0ODQJS4mk7rVBJXjdqByX6,2023-07-10,276131,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Lullaby,https://open.spotify.com/track/70L4pGAmYv0pTADrgsIxpI,Soul's Core,https://open.spotify.com/album/0D5vG8Ue7MHe4TxRm2t9Z9,Shawn Mullins,https://open.spotify.com/artist/4TROLx8HvrnfGGNo2ngL2N,2023-07-10,329866,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Lullaby,https://open.spotify.com/track/5sMUwUR3JI2woCOrNbizUt,The Essential Shawn Mullins,https://open.spotify.com/album/56a0jajgyzAVEAYBJc8BG6,Shawn Mullins,https://open.spotify.com/artist/4TROLx8HvrnfGGNo2ngL2N,2022-04-07,330666,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Lump,https://open.spotify.com/track/2JdzB67NvIa90K4gEZPLeX,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,https://open.spotify.com/album/5xxeAo8AVneH1OKO5vR604,The Presidents Of The United States Of America,https://open.spotify.com/artist/1lZvg4fNAqHoj6I9N8naBM,2022-04-07,134200,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
"Mama, I'm Coming Home",https://open.spotify.com/track/0S3gpZzlT9Hb7CCSV2owX7,No More Tears (Expanded Edition),https://open.spotify.com/album/6eh82ojicL8RSJF7GkYTh7,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,2023-07-10,251866,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Man in the Box,https://open.spotify.com/track/6gZVQvQZOFpzIy3HblJ20F,Facelift,https://open.spotify.com/album/5LbHbwejgZXRZAgzVAjkhj,Alice In Chains,https://open.spotify.com/artist/64tNsm6TnZe2zpcMVMOoHL,2022-04-07,285200,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Meet Virginia,https://open.spotify.com/track/4ocbH5ZJqajZIpUrqRUoue,Train,https://open.spotify.com/album/01aoYWjhjshlHf5vJNYb03,Train,https://open.spotify.com/artist/3FUY2gzHeIiaesXtOAdB7A,2022-04-07,239933,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Missing Link,https://open.spotify.com/track/62dLahVLycJwmMXPyVHgvm,Judgment Night,https://open.spotify.com/album/1qwrbuNLtDcuj2myhuESlh,"Dinosaur Jr., Del The Funky Homosapien","https://open.spotify.com/artist/267VY6GX5LyU5c9M85ECZQ, https://open.spotify.com/artist/0YsLR3SQd5QTXAhGIGX7cl",2023-07-10,235173,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Mmm Mmm Mmm Mmm,https://open.spotify.com/track/76nvqWPFucUra1xCkN1tnD,God Shuffled His Feet,https://open.spotify.com/album/6MEFBcD0a87GMYiHW3VsVI,Crash Test Dummies,https://open.spotify.com/artist/1YEGETLT2p8k97LIo3deHL,2022-04-07,235173,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Molly (16 Candles),https://open.spotify.com/track/3AMzc1EbbuJX4FNMclv0XO,The Hits,https://open.spotify.com/album/0BuGQh196vz5gFegsj3UAh,Sponge,https://open.spotify.com/artist/2JXDwIo5HsiwTcTPQytrZ8,2022-04-07,221500,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Moneytalks,https://open.spotify.com/track/5u5F7qLDvZjBSktaDp4HxB,The Razors Edge,https://open.spotify.com/album/4vu7F6h90Br1ZtYYaqfITy,AC/DC,https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un,2023-07-10,225946,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Monkey Wrench,https://open.spotify.com/track/44wXefe8WB9Fd6xwtmAwbR,The Colour And The Shape,https://open.spotify.com/album/30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,2023-07-10,231480,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Mr. Jones,https://open.spotify.com/track/5DiXcVovI0FcY2s0icWWUu,August And Everything After,https://open.spotify.com/album/4nKfZbCALT9H9LfedtDwnZ,Counting Crows,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC,2023-07-10,272293,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
My Hero,https://open.spotify.com/track/4dVbhS6OiYvFikshyaQaCN,The Colour And The Shape,https://open.spotify.com/album/30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,2022-04-07,260026,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
My Own Worst Enemy,https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z,A Place In The Sun,https://open.spotify.com/album/3w5Uz3q4SJze14P60ZChsp,Lit,https://open.spotify.com/artist/5mgr0FFpvy267wKVAYg8qp,2022-04-07,169026,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Narcotic Prayer,https://open.spotify.com/track/6IVNnD3WimIrALvgPEm3pi,Din of Ecstasy,https://open.spotify.com/album/3AnXB9BsBQYQ8GsoSbMQaT,Chris Whitley,https://open.spotify.com/artist/48oNDvKRqviSFzow0ZXHXa,2023-07-10,225266,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Nearly Lost You,https://open.spotify.com/track/5lqvKus0CohDfnFKrpR2DY,Singles (Deluxe Version) [Original Motion Picture Soundtrack],https://open.spotify.com/album/21Y9TFBmsA3XBS9b3yTzgi,Screaming Trees,https://open.spotify.com/artist/3Ukr3Ufjg8ygRJv7Ww887f,2022-04-07,247173,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Never There,https://open.spotify.com/track/7aKWgpecgLEqisWcXPElDl,Prolonging the Magic,https://open.spotify.com/album/1vbpW28Od2ATmVyAZ0QZ3j,CAKE,https://open.spotify.com/artist/6A43Djmhbe9100UwnI7epV,2022-04-07,164266,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
No Excuses,https://open.spotify.com/track/5s7tg13b0zcD8xvuQYrMNG,Jar Of Flies,https://open.spotify.com/album/0PfrlodUEUaAvfUgGPAR5C,Alice In Chains,https://open.spotify.com/artist/64tNsm6TnZe2zpcMVMOoHL,2022-04-07,255573,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
No More Tears,https://open.spotify.com/track/7w6PJe5KBPyvuRYxFkPssC,No More Tears (Expanded Edition),https://open.spotify.com/album/6eh82ojicL8RSJF7GkYTh7,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,2023-07-10,443240,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
No Rain,https://open.spotify.com/track/6txWz9UapYHVxEd7dDIHXT,Blind Melon,https://open.spotify.com/album/55jET4vDioHHd7ztX7OX3h,Blind Melon,https://open.spotify.com/artist/5sD1ZLf2dGQ9gQ3YJl1eAd,2023-07-10,217106,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
November Rain,https://open.spotify.com/track/3YRCqOhFifThpSRFJ1VWFM,Use Your Illusion I,https://open.spotify.com/album/0CxPbTRARqKUYighiEY9Sz,Guns N' Roses,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,2023-07-10,536066,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Nutshell,https://open.spotify.com/track/2JuasWPUodaUxf5nwNpciQ,Jar Of Flies,https://open.spotify.com/album/4FCoFSNIFhK36holxHWCnc,Alice In Chains,https://open.spotify.com/artist/64tNsm6TnZe2zpcMVMOoHL,2023-07-10,259200,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Only Happy When It Rains,https://open.spotify.com/track/7HIhaJ1F7Nc3lQcyDb38fA,Garbage,https://open.spotify.com/album/7MBpI16nEMn0KGHTWmQu7g,Garbage,https://open.spotify.com/artist/6S0GHTqz5sxK5f9HtLXn9q,2022-04-07,236533,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Open Road Song,https://open.spotify.com/track/7kAKO1EYHt2MVlombUuoLN,Eve 6,https://open.spotify.com/album/1qJOmC60ez9RNWPg4ELMBW,Eve 6,https://open.spotify.com/artist/4Eqd24yS5YcxI8b6Xfuwr8,2023-07-10,194866,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Pardon Me,https://open.spotify.com/track/1Y13csEpu3TK5gQdzGLrd8,Make Yourself,https://open.spotify.com/album/2i6nd4FV6y7K9fln6eelmR,Incubus,https://open.spotify.com/artist/3YcBF2ttyueytpXtEzn1Za,2022-04-07,223746,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Peaches,https://open.spotify.com/track/3VEFybccRTeWSZRkJxDuNR,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,https://open.spotify.com/album/5xxeAo8AVneH1OKO5vR604,The Presidents Of The United States Of America,https://open.spotify.com/artist/1lZvg4fNAqHoj6I9N8naBM,2022-04-07,171693,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Plowed,https://open.spotify.com/track/3vaONhSGEscyYeYoGpMLW4,Rotting Pinata,https://open.spotify.com/album/1V76gZ6Ln4ubw7aiok7Qoa,Sponge,https://open.spotify.com/artist/2JXDwIo5HsiwTcTPQytrZ8,2022-04-07,197000,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
