track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Meet Me at the Convention,https://open.spotify.com/track/1wn8F9YN6js8rZ684bq5tr,Striped Shirt,https://open.spotify.com/album/5ca7tRuSryJ3FoNknyZeRQ,A.J. Vega,https://open.spotify.com/artist/0k0ckS7eD1sKQh3rzhsWOc,2024-12-10,119040,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
methods,https://open.spotify.com/track/1nYg0Tzg7Z0VuLyUFPMM1y,methods,https://open.spotify.com/album/6tY3AhhtIFLv3xpA6Q9wXc,Allen Inuyama,https://open.spotify.com/artist/56wRZVNHA9eqrWPwvPBOl9,2025-01-31,284533,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
"Mint Chewing Gum, etc",https://open.spotify.com/track/0jEhzWUdib0oA0lMSkNRCB,"The Circus Egotistica or, How I Spent Most of my Life as a Lost Cause",https://open.spotify.com/album/4pdMwzzJhyhv2LkGitCEj3,Floral Tattoo,https://open.spotify.com/artist/5A9WRVGRY9QQf7RVJxVnSS,2024-09-05,224854,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Mirage Mirror,https://open.spotify.com/track/1bkOoNh7xz8sPyjpXnDaYG,Sutured Self,https://open.spotify.com/album/50bSQPPqyJGMZVOvtwNUgv,Deerxing,https://open.spotify.com/artist/0kDY0AXgwvNNDi5DJ1WtNg,2024-06-28,236694,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
miss u,https://open.spotify.com/track/2CYcW7kGtnCnxD3MSMm0Xa,Heartache,https://open.spotify.com/album/2LODqLNyH1q7Ia1zB6ZV05,TWYLIGHT,https://open.spotify.com/artist/4T0Dnr9Bf9u7Pg8Kd4QtnO,2025-01-09,160829,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Modjo Duck,https://open.spotify.com/track/2gM0zpLWeCD3TaQnRMK0mL,Modjo Duck,https://open.spotify.com/album/3pvWzaeGnnuC7pHQEh3inp,Pararaccoon,https://open.spotify.com/artist/00HzVr21Mdk8Dotz0NMCqC,2024-02-16,112959,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Mona,https://open.spotify.com/track/1d2RoVNbidn8aPZU2SGqlR,Mona,https://open.spotify.com/album/5G9IPodsKZZysxFjES0VBh,KLeAR KaTZ,https://open.spotify.com/artist/2qQZ2h0XdyzzEyoPZvoZo6,2024-03-27,188444,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Mortis Jackrabbit,https://open.spotify.com/track/3ZYXW4rR82IJjOXeVSqWak,How to Drive a Bus,https://open.spotify.com/album/7wTNZKTzJLWOPLTvVTu5nj,I've Made Too Much Pasta,https://open.spotify.com/artist/6OksDGGpXMeIWF1x5ipa5s,2024-05-19,113130,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Motelwave - Deluxe Mix,https://open.spotify.com/track/061FljJLpZOIXERJRO7sCF,Motelwave (Deluxe),https://open.spotify.com/album/1N9vjihewiwvZygggXckqS,Masm,https://open.spotify.com/artist/7BUR6ylOjKN091RWsBRXa7,2024-12-10,206000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
my city,https://open.spotify.com/track/1tQFETbb1Y60rMgeqlEy8x,my city,https://open.spotify.com/album/3vhQqvOZ6PD2tWXQbSbzbJ,Jaylaflame,https://open.spotify.com/artist/5UdUCGK24WtRFRcXyzxN6U,2024-09-06,139130,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Myth,https://open.spotify.com/track/7gejQy4gJderBxIGMjx4dw,Myth,https://open.spotify.com/album/3687gTmSo080xPk0968omL,acloudyskye,https://open.spotify.com/artist/5OeSHuvHTS9qUgAUTt3GIR,2024-12-22,241948,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
need,https://open.spotify.com/track/36AchlZMZsT0Sm64iQEvWh,need,https://open.spotify.com/album/0IUKLtbSMWBTIKRa5aXah1,Ivory Rasmus,https://open.spotify.com/artist/01mSRpKFT1xUPcIWCMnVwo,2024-09-05,230872,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Need U,https://open.spotify.com/track/18R7xqM7EmxYyJ1EB0JDBh,Need U,https://open.spotify.com/album/4X6kdKJj5esPAbRhXfbU8Z,"SOLARDOG, GABUISLOST","https://open.spotify.com/artist/0ERVZTPaOTcCU411qHpCV5, https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH",2023-07-27,175736,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Night In The Woods,https://open.spotify.com/track/54diDu8KqqHpu1AnZGvaZm,"Sad, Drunk and Needy",https://open.spotify.com/album/4FRDjPenlluCNuhnSQY4Xf,Whsprs,https://open.spotify.com/artist/6Eu37PvzuV9ylWqU9G5z3h,2024-04-27,220285,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
no amounts,https://open.spotify.com/track/2yLGNPPrlmZgqLzazjVbm2,no amounts,https://open.spotify.com/album/74KiR5yuxuFeBWUekfMTHG,Allen Inuyama,https://open.spotify.com/artist/56wRZVNHA9eqrWPwvPBOl9,2024-11-15,155990,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
NO PARACHUTE,https://open.spotify.com/track/4qJfMx6rVlGvXioDPqEQ6w,NO PARACHUTE,https://open.spotify.com/album/5iZlQDAdbtNOiSjVRrm710,lizzy's personal army,https://open.spotify.com/artist/6cakL54DPLwi90i79FrKal,2024-10-23,138556,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Noise - Memory Pool,https://open.spotify.com/track/5VjrJ13g4ypdYi0uOHlTJk,Headjack,https://open.spotify.com/album/5xpPrOjFjak4HT7v33FIKm,June LaLonde,https://open.spotify.com/artist/1IU8Y8EUogFf85PtoaikIK,2022-11-21,225500,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Non-Binary Ghost,https://open.spotify.com/track/6GD3JEry1xH89ZnX9Tijys,Non-Binary Ghost,https://open.spotify.com/album/3WIOcp8NpHPkyRUfudgnxT,Dog Weekend,https://open.spotify.com/artist/1nqT1EKY1ao5WCIsIF1gh5,2025-01-31,199759,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Open Me,https://open.spotify.com/track/062Qx4ID0e6VUvwufD16ZB,Open Me (Thru Stunted Waves; Hold Me in Morning Hues),https://open.spotify.com/album/1g8rxL9F5i5LpG1su4b6mA,"polyana, lizzy's personal army","https://open.spotify.com/artist/79jK2cwnyhEvk0PBwqzrbH, https://open.spotify.com/artist/6cakL54DPLwi90i79FrKal",2023-11-30,249194,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
"our hearts will break in due time, and the pieces will fall to the floor like shattered glass from my apartment window",https://open.spotify.com/track/6i2RyZhiwaOirFW0sBjEg2,days i will never get back,https://open.spotify.com/album/2CbqNvHU68Ixdim4LtVnQo,"lost cats, carter c","https://open.spotify.com/artist/0X72jfmVPUyoPlulHjkH6H, https://open.spotify.com/artist/0uV7gNXQdzaZA0GjgeUdE6",2025-02-28,205471,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Outside,https://open.spotify.com/track/0NZYY7pVDk67cx23sqLgjh,Ghosts,https://open.spotify.com/album/2RpPntOn2UMMuMeJDJESpt,scuttlefuzz,https://open.spotify.com/artist/4ll5RlLT3paku0bQDJCqlu,2025-01-31,116276,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Pace Like I Do,https://open.spotify.com/track/3zG6W7dtkK6tKiofyZ9ZpU,Please,https://open.spotify.com/album/2nuqd1tTbm292CuT2Rd6lB,ODAE,https://open.spotify.com/artist/7AQzzGZ3Fg9Zf17jcgMCfd,2022-10-09,149656,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Painted Nails,https://open.spotify.com/track/0alenr4FR022sJxIRYxjyv,Yellow Jacket,https://open.spotify.com/album/2BzmG93tFlFtnWnSlx2g6T,Friend Hell,https://open.spotify.com/artist/4QApkQkMv2AJjowQQJ2R4H,2024-06-05,159380,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Paperback Nation,https://open.spotify.com/track/4wjkkdnvcn4y6xBqafGFRK,"I Love It Here, I Have Everything I Need, and All My Friends Love Me",https://open.spotify.com/album/488NhNmfs0EayMuMyw2vFu,Floridian Homicide Unit,https://open.spotify.com/artist/7Jgw535Ddgb0P0TriAPdPw,2024-11-16,166580,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Part of Me,https://open.spotify.com/track/0zlBu49SUJa0Uw1VoE0OZU,Part of Me,https://open.spotify.com/album/0JNPAMFYecA9EpgR3iQplV,Patient Animal,https://open.spotify.com/artist/4aSCigc5So3NtDpFoZTV81,2024-07-12,174000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Playwright Metro,https://open.spotify.com/track/6DfrzmR72Cid9nS2Rr2Fcv,Playwright Metro,https://open.spotify.com/album/0cKSiLGcZv6c1SO4qKpdel,"fearozzles, fauxx, Pent Up Pup, GABUISLOST","https://open.spotify.com/artist/4XgmepqLvHMHSFgHbTKWns, https://open.spotify.com/artist/4smmSBpafc7gjOz5qIB8mU, https://open.spotify.com/artist/1fz75r8SBh1ILfSL21UFuy, https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH",2024-08-02,201013,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Plea for a Dogman,https://open.spotify.com/track/5G7Y14QDFGuIukUPiAtX2l,Eleven Eleven,https://open.spotify.com/album/2F0KDRRVJWc4SOASRj2oKP,mammalfriend,https://open.spotify.com/artist/1soXXPru4RPo5CvGbvQeA5,2024-08-09,225880,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Prodigal,https://open.spotify.com/track/0hPZAF9NiQ8Efnu7ycC8Ux,Prodigal,https://open.spotify.com/album/1PMbIr4XHJGQvafXcB1gwd,"DJ Re:Code, underscores","https://open.spotify.com/artist/04r9MV32OBMdMv1eJ9I1CP, https://open.spotify.com/artist/7HfUJxeVTgrvhk0eWHFzV7",2024-03-07,149747,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
propaganda,https://open.spotify.com/track/4c2U7P58Y95NhISigaUPiv,Flyhighangel,https://open.spotify.com/album/5KGbbfiuvgqMkEFWyMHeR4,noelleallowed,https://open.spotify.com/artist/41VQFslNLf6YwiRlez03wN,2024-07-10,89837,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Pull Me Under,https://open.spotify.com/track/5CMiWTOiynz1I93Hg1HdgE,Pull Me Under,https://open.spotify.com/album/5BWuKtMIPOTW3tINqeY3Ql,Webster,https://open.spotify.com/artist/1Ff9IqbNBya8pbwBV88QMJ,2024-08-04,222500,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
PUNCTURE WOUND,https://open.spotify.com/track/7j9CLBCltNLLWSkRkCnFm0,PUNCTURE WOUND,https://open.spotify.com/album/6UB47krwdiR2eKER9X0e5j,GABUISLOST,https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH,2025-01-08,191232,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
puppy,https://open.spotify.com/track/2IW0SnE3J30bEKVsImGpxl,plastic death,https://open.spotify.com/album/4LKhRqqNlRlWwt4d9GG3QW,glass beach,https://open.spotify.com/artist/4gHs8pWsgZpndQZKs6QVRH,2024-02-23,197884,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Questions,https://open.spotify.com/track/2ICBfmgjV8zLsj3CaQVkUR,Daisies,https://open.spotify.com/album/09hJQ90xAGtD8h3aeVWJT6,lazypines,https://open.spotify.com/artist/3eeZZKtGxkMXFEismB4MFa,2024-08-31,148425,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
rap vegeta,https://open.spotify.com/track/6FhhPD02ak5Zc7Wgq4QMBm,rap vegeta,https://open.spotify.com/album/6HI6HTbr8sVbjTU5hufy2X,ilysm,https://open.spotify.com/artist/4C50lCjGzvP8PqaZ2G3qf8,2025-02-28,112941,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Reading Week,https://open.spotify.com/track/4O3PXnWinVC4lVnAUd8xbL,Only One To Blame,https://open.spotify.com/album/7tqDBYGfsX9g3FKrYsgIaV,"MSpaintboi, wizardpem, Jarhead the Nobody","https://open.spotify.com/artist/7xJ1I1sH56umBzMDpZeHbB, https://open.spotify.com/artist/2JFUagsbf0C14r43G7LWtA, https://open.spotify.com/artist/3HbWv64NokgOoph89rFxwS",2024-07-10,147565,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Red Lobster,https://open.spotify.com/track/6ARSb4kHYDMWgOFDcWuFd8,Red Lobster,https://open.spotify.com/album/5qhP6CBNpb0cKPelZSff6V,"ilysm, CREEPYSUSIE, roughpatch","https://open.spotify.com/artist/4C50lCjGzvP8PqaZ2G3qf8, https://open.spotify.com/artist/3PPIXRBB7LI4lWTGieWgu1, https://open.spotify.com/artist/6oVn2VsFlZW9fOBCEwscqt",2024-09-06,137201,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Right as Rain,https://open.spotify.com/track/43HOksWs8hjlbztiZ1kSMy,Cat Tower,https://open.spotify.com/album/0jzzn6dMZqRQB0WKiLAn77,Bokitty,https://open.spotify.com/artist/0omht82dYTRGZl0lZmxmpK,2024-10-18,205090,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Rituals,https://open.spotify.com/track/4LK7ROH6WX041jScTKtrHD,Rituals,https://open.spotify.com/album/2DKvQNJwWnsbDA3KaWpeWp,Dog Weekend,https://open.spotify.com/artist/1nqT1EKY1ao5WCIsIF1gh5,2024-04-29,275613,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
rosetta,https://open.spotify.com/track/6uAlsQTNcGd233MIhYj5GN,vi,https://open.spotify.com/album/0s4RNr74x4Hi7CKtbgLXBl,kidekii,https://open.spotify.com/artist/1dlsDMxOGNZVITw3tRV7uD,2024-12-10,70243,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Royalty,https://open.spotify.com/track/3luIPCWax6JFzBN0BIGRHH,Another,https://open.spotify.com/album/4ku6hiP8aiueGRUtaDzwT0,Hi I'm Case,https://open.spotify.com/artist/5KpXcJfw137FINbN6Ukcvt,2025-02-28,185110,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Seen U try,https://open.spotify.com/track/7uWgNtDuIA5Y70QzZzhToR,Still nothing,https://open.spotify.com/album/0tWHTHUsZsqbL0nmcd92IL,francium,https://open.spotify.com/artist/75mDfzs1ZGeTyh6OPYLlly,2025-02-28,149798,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Sheep Theme,https://open.spotify.com/track/4BeOHtksAeQvGcIm5zPRzH,A Lonely Sinner,https://open.spotify.com/album/0G92BFcckQ8LKXhxmEvLat,samlrc,https://open.spotify.com/artist/68283IIASCzcDv3Q4BSV1L,2024-03-20,185600,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Should I Consider,https://open.spotify.com/track/10tHXodePBcZIN2St0cMlT,Sapphic Ends,https://open.spotify.com/album/5sUCs4A0qvZCimXphQTFzg,Taitoki,https://open.spotify.com/artist/0pER9ND48xKGZvGPZKEobC,2024-12-30,144230,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
silly dancers & necromancers,https://open.spotify.com/track/3j98I7tc7XzE4nOeQwbYuB,B4EVER,https://open.spotify.com/album/2C1hIryExseP7EjpqHIh08,Starri,https://open.spotify.com/artist/5bpxCCdYWV0fZxJhrZEye5,2024-12-28,126543,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Slow Start,https://open.spotify.com/track/2XHym52UhEAbxSymPMUV64,Departures,https://open.spotify.com/album/0UxfpuOL93usUyfqRodI2Y,Keep it Together,https://open.spotify.com/artist/3ofzJ1WKyqzCkAQLC9SIA8,2025-01-31,230625,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
SLOWDANCE,https://open.spotify.com/track/1uMf1CtoOAetmkoDe5uRXP,Shinemachine,https://open.spotify.com/album/4MvnA2bRmpUxwzsgpaUrlA,Shinemachine,https://open.spotify.com/artist/54UmANd8X3X3hrK78sdGaD,2024-10-07,241023,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Snow,https://open.spotify.com/track/0511sFKHLfWzdwcfMhbDIJ,Hope You Can Hear Me Now,https://open.spotify.com/album/4eHctZOtL6X6DixAKYvGfM,Bałtyk,https://open.spotify.com/artist/6DvaD5SDKpAtta09armsv9,2024-06-21,276000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
soldier,https://open.spotify.com/track/6SiCWN504BjsrltC65gCyL,mutt county,https://open.spotify.com/album/4Jc4ExxRw4sMNLJWfgRzZr,ghostsocial,https://open.spotify.com/artist/6ex1miCpb3Krg4TYoG4yAN,2024-09-27,90356,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
