track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Back To December (Taylor's Version),https://open.spotify.com/track/79uDOz0zuuWS7HWxzMmTa2,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-20,294189,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Bad Blood (Taylor's Version),https://open.spotify.com/track/64FzgoLZ3oXu2SriZblHic,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,211103,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Begin Again (Taylor's Version),https://open.spotify.com/track/38TSM6TDx1fzs7JnioMQXe,Red (Taylor's Version),https://open.spotify.com/album/6x9s2ObPdpATZgrwxsk9c0,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,238866,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Bejeweled,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,194165,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Better Man (Taylor's Version) (From The Vault),https://open.spotify.com/track/4OmFmE0fzcMG6g0Y8p4eSD,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,297013,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Better Than Revenge (Taylor's Version),https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,220306,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
betty,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,294521,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Bigger Than The Whole Sky,https://open.spotify.com/track/0BiqmkasE5FdrChwKfVp8X,Midnights (3am Edition),https://open.spotify.com/album/3lS1y25WAhcqJDATJK70Mq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,218502,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Blank Space (Taylor's Version),https://open.spotify.com/track/45wMBGri1PORPjM9PwFfrS,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,231833,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Breathe (feat. Colbie Caillat) (Taylor’s Version),https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,"Taylor Swift, Colbie Caillat","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/6aZyMrc4doVtZyKNilOmwu",2023-06-13,263377,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
But Daddy I Love Him,https://open.spotify.com/track/4QMgEffJQuKtjCNvqfRZ0m,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,340428,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Call It What You Want,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-03,203506,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
cardigan,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,239560,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),https://open.spotify.com/track/4ABYxlb92WBIjHu7TIKmml,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,"Taylor Swift, Hayley Williams","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/6Rx1JKzBrSzoKQtmbVmBnM",2023-07-31,306062,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
champagne problems,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,244000,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Clean,https://open.spotify.com/track/06WgOCf0LV2h4keYXDRnuh,1989,https://open.spotify.com/album/2QJmrSgbdM35R67eoGQo4j,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,271000,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Clean (Taylor's Version),https://open.spotify.com/track/2ByBBvpR9b7IynvRmnG7kG,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-10-27,271000,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Cold As You,https://open.spotify.com/track/7an1exwMnfYRcdVQm0yDev,Taylor Swift,https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,239013,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Come Back...Be Here (Taylor's Version),https://open.spotify.com/track/4pNApnaUWAL2J4KO2eqokq,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,223333,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Come Back...Be Here (Taylor's Version),https://open.spotify.com/track/5XaLWURooWKZiraOWSTWjm,Red (Taylor's Version),https://open.spotify.com/album/6x9s2ObPdpATZgrwxsk9c0,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,223333,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Come In With The Rain (Taylor’s Version),https://open.spotify.com/track/1n2wszmJyVkw6FHqyLnQsY,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,237338,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
coney island (feat. The National),https://open.spotify.com/track/2awNGIJHodfLZSClB3PYhz,evermore (deluxe version),https://open.spotify.com/album/6AORtDjduMM3bupSWzbTSG,"Taylor Swift, The National","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB",2023-06-13,275320,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
coney island (feat. The National),https://open.spotify.com/track/3k7ne7VmH43ZPWxPdvPUgR,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,"Taylor Swift, The National","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB",2024-03-04,275320,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Cornelia Street,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,287266,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
cowboy like me,https://open.spotify.com/track/1XjHRolIXL2M1EEOUsGGR4,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,275040,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Cruel Summer,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,178426,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Dancing With Our Hands Tied,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,211506,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Daylight,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-26,293453,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Dear John,https://open.spotify.com/track/7hZuICN5eaCuQyp443RCt6,Speak Now,https://open.spotify.com/album/5MfAxS5zz8MlfROjGQVXhy,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-26,403920,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Dear John (Taylor's Version),https://open.spotify.com/track/1zU8j1x3yi9xalMF96pzKp,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,405906,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Dear Reader,https://open.spotify.com/track/3QF5RsWzK1lCvf2o2cY65P,Midnights (3am Edition),https://open.spotify.com/album/3lS1y25WAhcqJDATJK70Mq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,225194,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Death By A Thousand Cuts,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,198533,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Delicate,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,232253,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Don’t Blame Me,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,236413,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
dorothea,https://open.spotify.com/track/670fUmXf4KQekzbEgaXyPA,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,225880,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Down Bad,https://open.spotify.com/track/1kbEbBdEgQdQeLXCJh28pJ,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,261228,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Dress,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-08-08,230373,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),https://open.spotify.com/track/4e3ZNTAV6PCrdYMUrUlMpQ,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,"Taylor Swift, Fall Out Boy","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/4UXqAaa6dQYAk18Lv7PEgX",2024-03-04,266466,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Enchanted (Taylor's Version),https://open.spotify.com/track/3sW3oSbzsfecv9XoUdGs7h,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,353253,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
End Game,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,"Taylor Swift, Ed Sheeran, Future","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V, https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i",2024-03-04,244826,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
evermore (feat. Bon Iver),https://open.spotify.com/track/3O5osWf1rSoKMwe6E9ZaXP,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,"Taylor Swift, Bon Iver","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ",2023-07-03,304106,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
evermore (feat. Bon Iver),https://open.spotify.com/track/6Wlq9rqkxrqj5Kls4Kw14H,evermore (deluxe version),https://open.spotify.com/album/6AORtDjduMM3bupSWzbTSG,"Taylor Swift, Bon Iver","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ",2024-03-04,304106,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),https://open.spotify.com/track/7qEUFOVcxRI19tbT68JcYK,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,"Taylor Swift, Ed Sheeran","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V",2023-07-24,245426,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
exile (feat. Bon Iver),https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,"Taylor Swift, Bon Iver","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ",2023-08-08,285634,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Eyes Open (Taylor's Version),https://open.spotify.com/track/2NIBaWXdjaTDmytjjwbEfP,Eyes Open (Taylor's Version),https://open.spotify.com/album/6AeF9IkXFpHz5H3wUNX3L3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,243264,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
False God,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,200306,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Fearless (Taylor’s Version),https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,241591,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Fifteen (Taylor’s Version),https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,294419,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Foolish One (Taylor’s Version) (From The Vault),https://open.spotify.com/track/4s8BIKx4Zh6ryAEz8RTlaU,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,311765,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Forever & Always (Piano Version) (Taylor’s Version),https://open.spotify.com/track/01QdEx6kFr78ZejhQtWR5m,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,267833,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Forever & Always (Taylor’s Version),https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,225328,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Fortnight (feat. Post Malone),https://open.spotify.com/track/6dODwocEuGzHAavXqTbwHv,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb,"Taylor Swift, Post Malone","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60",2024-05-09,228965,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Getaway Car,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,233626,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
gold rush,https://open.spotify.com/track/2ZTKWFG6OtHI3ewy9OGNOY,evermore,https://open.spotify.com/album/5jmVg7rwRcgd6ARPAeYNSm,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,185320,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Gorgeous,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,209680,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Haunted,https://open.spotify.com/track/28M2gifMU282QBM3fKajIS,Speak Now,https://open.spotify.com/album/5MfAxS5zz8MlfROjGQVXhy,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,242080,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
