track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Together,https://open.spotify.com/track/4yLHe4OAlIFnHerGgHNXBm,Heng:garæ,https://open.spotify.com/album/3q6lN3kfsDgGaQUC7kVASH,SEVENTEEN,https://open.spotify.com/artist/7nqOGRxlXj7N2JYbgNEjYH,2023-11-03,244400,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Traffic light,https://open.spotify.com/track/03qu1u4hDyepQQi2lNxCka,Traffic light,https://open.spotify.com/album/4lHGpxL8peLQSZRgl1Lssm,Lee Mujin,https://open.spotify.com/artist/4Xj0peBt3EZHbdF20JmdWC,2023-11-03,231586,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Tutorial,https://open.spotify.com/track/4hYcI5bg1lu4LwjRKJlS9V,Visible World,https://open.spotify.com/album/41raa6r0NfpRzanU92NkKX,Fishingirls,https://open.spotify.com/artist/3sEqL7PBWr9jrCxB1tV6DI,2024-03-21,192274,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Utopia,https://open.spotify.com/track/4NxTbQeq4MI4YIo6vtf43v,Utopia,https://open.spotify.com/album/2dnjFIjZWbpZKs5JYCBsnh,"ZHOUMI, HENDERY","https://open.spotify.com/artist/2xrUYKqC1VxHd16IiPxOUH, https://open.spotify.com/artist/5wrZ59w1ndSBlPeUj2f6Fs",2024-10-24,229320,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
VIBE (feat. Jimin of BTS),https://open.spotify.com/track/4NIe9Is7bN5JWyTeCW2ahK,Down to Earth,https://open.spotify.com/album/6uMu4poce5OdMd1HYglZux,"TAEYANG, Jimin","https://open.spotify.com/artist/6udveWUgX4vu75FF0DTrXV, https://open.spotify.com/artist/1oSPZhvZMIrWW5I41kPkkY",2023-11-03,175775,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Violet,https://open.spotify.com/track/7yvfL6YPEj91CxZZlQTk4z,Colours: The First,https://open.spotify.com/album/1F51jRZBetMoziSlIaj2Xa,J.Fla,https://open.spotify.com/artist/2GbvMs4GBhcjd9d4N9sGUV,2024-05-27,108586,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Virtual Idol,https://open.spotify.com/track/4mMtn8zhy4IaOwzNCgSbCT,ASTERUM : 134-1,https://open.spotify.com/album/6uDZ4HPxwnOMpykpzpylDS,PLAVE,https://open.spotify.com/artist/0k2zyzGq6HX383VlMBOvRG,2024-03-06,149706,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
WATCH ME !,https://open.spotify.com/track/7GJAyy2kGrQ6GdfNUUjyTN,WATCH ME !,https://open.spotify.com/album/32FwrQyrSpcjo8831ZzhLY,"Wynn, Chawoo","https://open.spotify.com/artist/6I3Ht2A9XcZyeD8cMJuIWI, https://open.spotify.com/artist/4IQIYg9spHoy4FgnnManxR",2024-06-28,186040,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
WAY,https://open.spotify.com/track/508NmFJk80mHMyYAy1NTuC,"At a Distance, Spring is Green (Original Television Soundtrack), Pt.5",https://open.spotify.com/album/438OHJXkAYzJqwTVaPyls9,Chancellor,https://open.spotify.com/artist/0u06YeydlBk3awnk5KgdBx,2024-03-08,245186,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Way to Go,https://open.spotify.com/track/2DT90JqDCM9HOTmMBukznE,Gee - The First Mini Album,https://open.spotify.com/album/4YroJ4NELkaJ34JjEZ6RyJ,Girls' Generation,https://open.spotify.com/artist/0Sadg1vgvaPqGTOjxu0N6c,2023-11-03,183933,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
WE ARE YOUNG,https://open.spotify.com/track/3iP1Ii8sXnYNUNpEGQMXx6,W.A.Y,https://open.spotify.com/album/7iidKsHRHGmJ1tAMz8tvZo,TRI.BE,https://open.spotify.com/artist/6BgYuNomEs12UIrnxhWE9a,2023-11-03,177973,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
WE NEED LOVE,https://open.spotify.com/track/1WJtCrPY9tA5QSbBqwBmUU,PAGE,https://open.spotify.com/album/65UY7ED1QGhIlQ63pucq8g,Kang Seung Yoon,https://open.spotify.com/artist/2Ip3x4XtEEhlGg8qI146jL,2024-03-08,195515,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
When the door opens,https://open.spotify.com/track/1P0B7bgi2NfSoAM5awO1r0,"When the door opens (From ""Going to You at a Speed of 493km"" [Original Soundtrack]), Pt.5",https://open.spotify.com/album/5FcTAparH1cY84LvR03Pg1,JT&MARCUS,https://open.spotify.com/artist/20XGi1IKkqt4emnpwQjVjH,2024-03-08,207080,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Why Can't You Love Me?,https://open.spotify.com/track/0CyydmXI4QhgUWrZsPOTXA,Like Water - The 1st Mini Album,https://open.spotify.com/album/1Ao5vWPO13f4l0ldwxOKL7,WENDY,https://open.spotify.com/artist/0FRUZvZNPzM3YJMABJxf2K,2023-11-03,168960,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
wish you all to be happy,https://open.spotify.com/track/3vHAC5HrdyefPr5biodJGQ,wish you all to be happy,https://open.spotify.com/album/4Z2heFJ5SRDyIyMJlK6TDm,Han All,https://open.spotify.com/artist/4y2MA188txnWeMIw9XwaJS,2024-03-08,232588,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Yes I Am,https://open.spotify.com/track/3RqUX4U46H6TPdH30gPy4k,Purple,https://open.spotify.com/album/7lqVInQc3l7SbnbZa2cpFJ,MAMAMOO,https://open.spotify.com/artist/0XATRDCYuuGhk0oE7C0o5G,2023-11-03,211660,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
You and I in this hard day,https://open.spotify.com/track/6V8sFpmQd1NiK7mGxZiWW7,Rewind,https://open.spotify.com/album/1JyUU9Ikh2GztSvChAYYdJ,Kassy,https://open.spotify.com/artist/6pU8o91xAS0aWNjj06nQSU,2024-03-15,214906,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
You are special,https://open.spotify.com/track/2CNG54Mbrfw5EvmXE0370Y,You are special,https://open.spotify.com/album/2vtpyCgI3m6igo2dKJQqTV,So Soo Bin,https://open.spotify.com/artist/5ghNwcHNesKq0Q3zfK39ic,2023-11-03,204533,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
돌덩이,https://open.spotify.com/track/1jCRPdDQvCA5kQXtrPFWPC,ITAEWON CLASS (Original Television Soundtrack) Pt. 3,https://open.spotify.com/album/3NYmAEOb5YrX22YWgWtHeC,Ha Hyun Woo,https://open.spotify.com/artist/5EXYPAGnOxvyTstoykxKd3,2023-11-03,209320,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
상상한 꿈,https://open.spotify.com/track/16sVrdJ0NHmLwan43hH9BF,START-UP (Original Television Soundtrack) Pt. 13,https://open.spotify.com/album/0WCGyBf5B1e4JsB6okoJmB,JAMIE,https://open.spotify.com/artist/12WC3s3087JX9hDaTj4nW8,2023-11-03,213880,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
시작,https://open.spotify.com/track/5TeDIQrpwWtLWaFfzLH0hh,ITAEWON CLASS (Original Television Soundtrack) Pt.2,https://open.spotify.com/album/7KDMHe0BgyhOmk4Oz6g293,Gaho,https://open.spotify.com/artist/3ybZTNrlK0QhL4rBxfLHOc,2023-11-03,202440,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
연애상담인듯,https://open.spotify.com/track/7oFRqf8y5li3YcZbESYvK7,어서오세요 여름밤,https://open.spotify.com/album/0GB6OFRgrSKlAXu8GcUbQx,Herz Analog,https://open.spotify.com/artist/35qf2lYforklQasGTtc3Uw,2024-03-08,182631,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
좋아서 좋아해,https://open.spotify.com/track/6Qz0KIyTmj77cjylfKKC3H,오케이 광자매 OST Part 5,https://open.spotify.com/album/42XvLkowmHn795bQmpZzFx,CHUU,https://open.spotify.com/artist/1q86WVZhETqii5kKjEwYuB,2024-03-08,170933,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
