track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Party Girls (feat. Buju Banton),https://open.spotify.com/track/5h0uJbjD9QEvXwigegc5O5,Party Girls (feat. Buju Banton),https://open.spotify.com/album/0ixL0K67B2xkOjom88AdXQ,"Victoria Monét, Buju Banton","https://open.spotify.com/artist/63XBtGSEZINSyXylZxEUbv, https://open.spotify.com/artist/4wLAjfeqAsV66AocWNcowA",2023-05-22,243094,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Persuasive (with SZA),https://open.spotify.com/track/67v2UHujFruxWrDmjPYxD6,Persuasive (with SZA),https://open.spotify.com/album/7LYy99hyg4eHQeYkKPuS6R,"Doechii, SZA","https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB, https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP",2022-08-12,210346,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Plan B,https://open.spotify.com/track/2IaaHpZqoU7WTug6UXlR0f,What I Didn’t Tell You (Deluxe),https://open.spotify.com/album/0P7argSEQG9otkeG3welvZ,Coco Jones,https://open.spotify.com/artist/4DHLoiIqFYYFjH09WduvFd,2023-01-30,195816,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
PLASTIC OFF THE SOFA,https://open.spotify.com/track/6ufcuVInt0ocHrUimDjGlb,RENAISSANCE,https://open.spotify.com/album/6FJxoadUE4JNVwWHghBwnb,Beyoncé,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,2022-08-12,254319,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Pressure,https://open.spotify.com/track/6ElfCM1XppU0YWkkFYh4s2,Pressure,https://open.spotify.com/album/5lpInBYJiEtNyOXLIa3c9B,Ari Lennox,https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom,2022-06-09,193279,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Process,https://open.spotify.com/track/45wbaSjwlHfUyLf36DHPtF,Back of My Mind,https://open.spotify.com/album/4IwODpNZKFYkHWXSeWMGmP,H.E.R.,https://open.spotify.com/artist/3Y7RZ31TRPVadSFVy1o8os,2022-06-09,234333,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Queen Space (with Summer Walker),https://open.spotify.com/track/2dOUErBzFZJ8l7MbV6FcYW,age/sex/location,https://open.spotify.com/album/7dE9Pf7HRgMOCeVSWnA9ZC,"Ari Lennox, Summer Walker","https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom, https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS",2022-09-09,230841,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Queen Space (with Summer Walker),https://open.spotify.com/track/3Gz3Tl8TicQbsR0OGvmc6C,Queen Space (with Summer Walker),https://open.spotify.com/album/6juUcr1BHeBUg2ipoLI0mV,"Ari Lennox, Summer Walker","https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom, https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS",2022-08-31,230841,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Rent Money (feat. Dave East),https://open.spotify.com/track/31GVq6oNgcw67sXJtlvfRp,Good Morning Gorgeous,https://open.spotify.com/album/0vUPpxeQjTDxcvV86y6G18,"Mary J. Blige, Dave East","https://open.spotify.com/artist/1XkoF8ryArs86LZvFOkbyr, https://open.spotify.com/artist/7e10JUMF7MJmmwYpnTSMI5",2022-06-09,229884,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Right Down the Line,https://open.spotify.com/track/2Xb6wJYGi0QXwURw5WWvI5,City to City,https://open.spotify.com/album/35yZZTWeSrszSKjRlFETwf,Gerry Rafferty,https://open.spotify.com/artist/7tjbDPvrdvDshcpEMXKRVb,2023-12-11,267773,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"Rocket Man (I Think It's Going To Be A Long, Long Time)",https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,Honky Chateau,https://open.spotify.com/album/2ei2X6ghPnw7YRwQtAH075,Elton John,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b,2023-12-11,281613,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Roster,https://open.spotify.com/track/7ydDdvP0VpVLvaK8iG63HH,"Heaux Tales, Mo' Tales: The Deluxe",https://open.spotify.com/album/4cogt2uqKoSyL61tzWaQei,Jazmine Sullivan,https://open.spotify.com/artist/7gSjFKpVmDgC2MMsnN8CYq,2022-06-09,219786,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Save Me,https://open.spotify.com/track/50wWoGIVul75NoQi0bnl9U,Save Me,https://open.spotify.com/album/1F3kt5iKKT2u1OJcmM4fLz,LULU.,https://open.spotify.com/artist/65hPbr4xlxQ3jLfAqKv0Ch,2023-07-27,131375,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Scenic Drive (feat. Ari Lennox & Smino),https://open.spotify.com/track/6zIen2DYr2t19vbwqgORY2,Scenic Drive (The Tape),https://open.spotify.com/album/5HBwLKK7l3N8fovxDlTBpE,"Khalid, Ari Lennox, Smino","https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny, https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom, https://open.spotify.com/artist/1ybINI1qPiFbwDXamRtwxD",2022-06-09,249773,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Screwin (with Omarion),https://open.spotify.com/track/3QR92iEfcnqgVFsOr2pCGz,Still Over It,https://open.spotify.com/album/4lPqFAvgmG97pxyxQsyCQx,"Summer Walker, Omarion","https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS, https://open.spotify.com/artist/0f5nVCcR06GX8Qikz0COtT",2022-06-29,333582,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Seamless (with Kehlani),https://open.spotify.com/track/2UqMwz0vqVDdkLHZrzSLOp,Seamless (with Kehlani),https://open.spotify.com/album/0gKMMJm0FAVhgL8HUJdWLV,"Babyface, Kehlani","https://open.spotify.com/artist/3aVoqlJOYx31lH1gibGDt3, https://open.spotify.com/artist/0cGUm45nv7Z6M6qdXYQGTX",2022-08-12,195265,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sending My Love,https://open.spotify.com/track/0fK68ZKng9JZK4jdxFoo8N,Habits,https://open.spotify.com/album/710KCDvLyaTZS6NHNw9URq,Maeta,https://open.spotify.com/artist/2EwyKG76iX4Pp5HhAD6SKO,2022-06-09,185176,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sex In The Porsche (and PARTYNEXTDOOR),https://open.spotify.com/track/33RTe6MAxEno83JSdpObQr,Sex In The Porsche (and PARTYNEXTDOOR),https://open.spotify.com/album/0uHHoKJvLxf4gGRhyTUpjy,"Diddy, PARTYNEXTDOOR","https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA, https://open.spotify.com/artist/2HPaUgqeutzr3jx5a9WyDV",2022-12-16,213626,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
She Moves In Her Own Way,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq,Inside In / Inside Out,https://open.spotify.com/album/03JPFQvZRnHHysSZrSFmKY,The Kooks,https://open.spotify.com/artist/1GLtl8uqKmnyCWxHmw9tL4,2023-12-11,169306,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Shirt,https://open.spotify.com/track/34ZAzO78a5DAVNrYIGWcPm,Shirt,https://open.spotify.com/album/6Kqm5aSp69hTaOHTx38hsD,SZA,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,2022-10-31,181830,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"Signed, Sealed, Delivered (I'm Yours)",https://open.spotify.com/track/2eF8pWbiivYsYRpbntYsnc,"Signed, Sealed And Delivered",https://open.spotify.com/album/54ootLtDyMZFr9obtWQvvO,Stevie Wonder,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,2023-12-11,161160,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Silver Bells,https://open.spotify.com/track/4llYiT4hqVZAshVmEAmc1W,Def The Halls,https://open.spotify.com/album/0wV5Edyo92gZMKvEPpxUAc,Coco Jones,https://open.spotify.com/artist/4DHLoiIqFYYFjH09WduvFd,2022-12-19,176461,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Silver Springs - 2004 Remaster,https://open.spotify.com/track/4nZi6XNe36Ut4Nij3IQ1yC,Rumours (Super Deluxe),https://open.spotify.com/album/0BwWUstDMUbgq2NYONRqlu,Fleetwood Mac,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,2023-12-11,288786,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sir Duke,https://open.spotify.com/track/4pNiE4LCVV74vfIBaUHm1b,Songs In The Key Of Life,https://open.spotify.com/album/6YUCc2RiXcEKS9ibuZxjt0,Stevie Wonder,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,2023-12-11,232760,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sleep Well,https://open.spotify.com/track/4qwKWGKzuq8mgIunO6EaA1,Sleep Well,https://open.spotify.com/album/7l7D7PZUCYo2JJsFFxlwYO,d4vd,https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32,2023-04-26,175875,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Snooze,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2,SOS,https://open.spotify.com/album/07w0rG5TETcyihsEIZR3qG,SZA,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,2022-12-16,201800,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
So Be It (with Summer Walker) - Remix,https://open.spotify.com/track/2IkJZzXP6fg0A7WOpp1xAE,The Hurtbook (Homegirl Pack),https://open.spotify.com/album/5kljTEylYVvyu90Qnw6JIB,"Alex Vaughn, Summer Walker","https://open.spotify.com/artist/24S5IyzXICyGscL4vYshdq, https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS",2023-03-21,193781,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sober,https://open.spotify.com/track/5bkndQzDuKXmgWspCUPGj9,Like Girls,https://open.spotify.com/album/7Ah6FjEDAbEYlms3sh1EXu,"Nakkia Gold, Jeremih","https://open.spotify.com/artist/2kPJ3uWBBRjfh0dZNEW7ET, https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg",2023-07-17,253340,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Someone New,https://open.spotify.com/track/22sS7JkzeVeq4vOPCB6Fbj,Hozier,https://open.spotify.com/album/0Uv83rRhY5QvHKkQoULRKk,Hozier,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS,2023-12-11,222813,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Something New,https://open.spotify.com/track/1z15fhSgN6U2k4gqA1Zu4j,Something New,https://open.spotify.com/album/7ql438zy2icDWhxBHGOieI,"Zendaya, Chris Brown","https://open.spotify.com/artist/6sCbFbEjbYepqswM1vWjjs, https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z",2022-06-09,212906,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Son Of A Preacher Man,https://open.spotify.com/track/6ek9SiEj5a65WIs2EV7qiM,Dusty In Memphis,https://open.spotify.com/album/5FRB5oQaHxlDNe6gMGuzu2,Dusty Springfield,https://open.spotify.com/artist/5zaXYwewAXedKNCff45U5l,2023-12-11,148053,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Splash (feat. Jhené Aiko & Ty Dolla $ign),https://open.spotify.com/track/5Ip2VxpYt1dCD7MKmjrw52,LEGEND,https://open.spotify.com/album/48XBEHGNh0oVF5foY3ZtvT,"John Legend, Jhené Aiko, Ty Dolla $ign","https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t, https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk, https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq",2022-09-24,234498,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Spoonful,https://open.spotify.com/track/7j02rdE5RVtNcNMuLGY5SS,Howlin' Wolf,https://open.spotify.com/album/26TtzBrPdUkHMSTPSbctbl,Howlin' Wolf,https://open.spotify.com/artist/0Wxy5Qka8BN9crcFkiAxSR,2023-12-11,170000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Start Over (feat. 6LACK),https://open.spotify.com/track/2d9MYGHDxjUB8P7qAI6bhe,Start Over (feat. 6LACK),https://open.spotify.com/album/4QlBtOJAooYJjTOlmOEDLO,"Trey Bond, 6LACK","https://open.spotify.com/artist/6BWvzCLOnxDse9KYROLCHs, https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83",2022-10-06,205146,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Stay Long (feat. Summer Walker),https://open.spotify.com/track/4Ep3FZomL0EAKeYqW0riz6,The Love Album: Off The Grid,https://open.spotify.com/album/1Z67w2JtLfO8D2dP0Mwpy1,"Diddy, Summer Walker","https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA, https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS",2023-09-18,145054,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Stone Cold,https://open.spotify.com/track/2ZJSuTo2KtL066oKKmcUlL,Stone Cold,https://open.spotify.com/album/75XtJQhaA2gnlYJ1RsrxgO,"Dess Dior, Mariah the Scientist","https://open.spotify.com/artist/1RnSjp7u3KIyEJbRiQLs9O, https://open.spotify.com/artist/7HO5fOXE4gh3lzZn64tX2E",2023-01-19,150320,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Stop By,https://open.spotify.com/track/2f4PvtF6upC4UWRE9yrF6v,age/sex/location,https://open.spotify.com/album/7dE9Pf7HRgMOCeVSWnA9ZC,Ari Lennox,https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom,2022-09-24,170202,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Stuck In The Middle With You,https://open.spotify.com/track/3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,https://open.spotify.com/album/5ApN9lqru1t3Xh1IaEGTll,Stealers Wheel,https://open.spotify.com/artist/7bPU7cvfoD20ixGD9Qnqki,2023-12-11,208946,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Suddenly I See,https://open.spotify.com/track/5p9XWUdvbUzmPCukOmwoU3,Eye To The Telescope,https://open.spotify.com/album/3j70PDKieTWQAwas3bPHRZ,KT Tunstall,https://open.spotify.com/artist/5zzrJD2jXrE9dZ1AklRFcL,2023-12-11,201706,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Surfin' U.S.A. - Remastered 2001,https://open.spotify.com/track/0wz1LjDb9ZNEYwOmDJ3Q4b,Surfin' USA (Remastered),https://open.spotify.com/album/6u5tGarzvESDsQiIpC4SlI,The Beach Boys,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,2023-12-11,149373,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Surprise,https://open.spotify.com/track/3xcapG4WdzvsER4g70MjKc,Surprise,https://open.spotify.com/album/2C3rUs6GnKWT0c101eBiQb,Chlöe,https://open.spotify.com/artist/1FtBEIWAwvw5ymBen5GICR,2022-07-08,155298,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sweet Caroline,https://open.spotify.com/track/62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,https://open.spotify.com/album/6RfgcwsOUlWkGNAd6zjjYd,Neil Diamond,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,2023-12-11,203573,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Sweet Creature,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5,Harry Styles,https://open.spotify.com/album/1FZKIm3JVDCxTchXDo5jOV,Harry Styles,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,2023-12-11,224866,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Switch A Nigga Out,https://open.spotify.com/track/5Mv7yjian35AddlklJgg1v,Still Over It,https://open.spotify.com/album/4lPqFAvgmG97pxyxQsyCQx,Summer Walker,https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS,2022-06-09,177542,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Take A Chance On Me,https://open.spotify.com/track/5BckPAYcKEJuYs1eV1BHHe,The Album,https://open.spotify.com/album/5fLOHW1UXr1cJrnXiU3FBt,ABBA,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV,2023-12-11,243933,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Take Another Little Piece Of My Heart,https://open.spotify.com/track/0E4UBpsUOZ6Ic4SCxrXz1L,Dusty... Definitely (Expanded Edtion),https://open.spotify.com/album/08W4d8uMIQvJg0nlwR1rBN,Dusty Springfield,https://open.spotify.com/artist/5zaXYwewAXedKNCff45U5l,2023-12-11,156586,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Tell Me It's Over (feat. Summer Walker & 6LACK),https://open.spotify.com/track/47ssddfj7Ug6hO9Ol2AXGu,Tell Me It's Over,https://open.spotify.com/album/2VgQZ6hNhTXWaZdNbuULe3,"Jacquees, Summer Walker, 6LACK","https://open.spotify.com/artist/4tMm1dU6Gn04VAZ9ClHcIZ, https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS, https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83",2022-12-19,281013,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
